GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EUR,Europe,,UZB,Uzbekistan,,MLE,Male,,5.6 [5.3-5.9],5.6,5.3,5.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ARM,Armenia,,FMLE,Female,,1.6 [1.5-1.6],1.6,1.5,1.6,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EUR,Europe,,BLR,Belarus,,FMLE,Female,,7.9 [7.7-8.2],7.9,7.7,8.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EUR,Europe,,BLR,Belarus,,BTSX,Both sexes,,11.2 [10.9-11.5],11.2,10.9,11.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,BHR,Bahrain,,BTSX,Both sexes,,1.9 [1.8-1.9],1.9,1.8,1.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,BHR,Bahrain,,MLE,Male,,2.7 [2.6-2.8],2.7,2.6,2.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,EGY,Egypt,,MLE,Male,,0.7 [0.7-0.8],0.7,0.7,0.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,FMLE,Female,,0.1 [0.1-0.1],0.1,0.1,0.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,JOR,Jordan,,FMLE,Female,,0.2 [0.1-0.2],0.2,0.1,0.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,KWT,Kuwait,,BTSX,Both sexes,,0 [0-0],0,0,0,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,LBY,Libya,,FMLE,Female,,0 [0-0],0,0,0,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,LBY,Libya,,BTSX,Both sexes,,0 [0-0],0,0,0,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,LBY,Libya,,MLE,Male,,0.1 [0.1-0.1],0.1,0.1,0.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,BTSX,Both sexes,,0.2 [0.2-0.2],0.2,0.2,0.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,PAK,Pakistan,,MLE,Male,,0.3 [0.3-0.4],0.3,0.3,0.4,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,MLE,Male,,0.3 [0.3-0.4],0.3,0.3,0.4,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,SOM,Somalia,,FMLE,Female,,0.1 [0.1-0.1],0.1,0.1,0.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,FMLE,Female,,0.1 [0.1-0.1],0.1,0.1,0.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,TUN,Tunisia,,BTSX,Both sexes,,1.4 [1.4-1.5],1.4,1.4,1.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,YEM,Yemen,,BTSX,Both sexes,,0.1 [0.1-0.1],0.1,0.1,0.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,YEM,Yemen,,MLE,Male,,0.1 [0.1-0.1],0.1,0.1,0.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EUR,Europe,,BIH,Bosnia and Herzegovina,,FMLE,Female,,2.1 [2-2.2],2.1,2,2.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EUR,Europe,,BGR,Bulgaria,,BTSX,Both sexes,,12 [11.7-12.3],12,11.7,12.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,EUR,Europe,,BGR,Bulgaria,,MLE,Male,,19.8 [19.3-20.3],19.8,19.3,20.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EUR,Europe,,CYP,Cyprus,,BTSX,Both sexes,,10.8 [10.4-11.1],10.8,10.4,11.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,EUR,Europe,,UZB,Uzbekistan,,FMLE,Female,,0.7 [0.7-0.7],0.7,0.7,0.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,FMLE,Female,,1.2 [1.2-1.3],1.2,1.2,1.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,BTSX,Both sexes,,3.9 [3.8-4],3.9,3.8,4,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,BTSX,Both sexes,,1.9 [1.8-2],1.9,1.8,2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,MDV,Maldives,,MLE,Male,,3.4 [3.2-3.5],3.4,3.2,3.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,NPL,Nepal,,MLE,Male,,3.6 [3.3-3.9],3.6,3.3,3.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,LKA,Sri Lanka,,FMLE,Female,,1.1 [1.1-1.2],1.1,1.1,1.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,TLS,Timor-Leste,,FMLE,Female,,0.5 [0.5-0.6],0.5,0.5,0.6,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,AUS,Australia,,BTSX,Both sexes,,12.5 [12.1-12.8],12.5,12.1,12.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KHM,Cambodia,,FMLE,Female,,1.5 [1.4-1.6],1.5,1.4,1.6,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KHM,Cambodia,,BTSX,Both sexes,,6.7 [6.3-7.1],6.7,6.3,7.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KHM,Cambodia,,MLE,Male,,11.9 [11.2-12.6],11.9,11.2,12.6,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,FJI,Fiji,,BTSX,Both sexes,,3 [2.9-3.1],3,2.9,3.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,FJI,Fiji,,MLE,Male,,5.2 [4.9-5.4],5.2,4.9,5.4,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KIR,Kiribati,,MLE,Male,,0.8 [0.8-0.9],0.8,0.8,0.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,FMLE,Female,,2.2 [2.1-2.3],2.2,2.1,2.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,MHL,Marshall Islands,,FMLE,Female,,.,,,,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,FSM,Micronesia (Federated States of),,BTSX,Both sexes,,2.9 [2.7-3],2.9,2.7,3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,NRU,Nauru,,BTSX,Both sexes,,6 [5.7-6.3],6,5.7,6.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,NRU,Nauru,,MLE,Male,,10.5 [9.9-11],10.5,9.9,11,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,PLW,Palau,,MLE,Male,,.,,,,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,PLW,Palau,,FMLE,Female,,.,,,,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,KOR,Republic of Korea,,FMLE,Female,,3.8 [3.7-3.9],3.8,3.7,3.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KOR,Republic of Korea,,BTSX,Both sexes,,10.2 [9.9-10.5],10.2,9.9,10.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,SGP,Singapore,,FMLE,Female,,0.8 [0.8-0.9],0.8,0.8,0.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,BTSX,Both sexes,,1.6 [1.5-1.7],1.6,1.5,1.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,SLB,Solomon Islands,,MLE,Male,,2.8 [2.7-2.9],2.8,2.7,2.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,TUV,Tuvalu,,BTSX,Both sexes,,1.7 [1.7-1.8],1.7,1.7,1.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,TUV,Tuvalu,,MLE,Male,,3.1 [2.9-3.2],3.1,2.9,3.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,STP,Sao Tome and Principe,,FMLE,Female,,2 [1.9-2.1],2,1.9,2.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SEN,Senegal,,BTSX,Both sexes,,0.6 [0.6-0.6],0.6,0.6,0.6,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,Nigeria,,FMLE,Female,,4.1 [4-4.2],4.1,4,4.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NER,Niger,,MLE,Male,,0.9 [0.8-1],0.9,0.8,1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,MLE,Male,,3 [2.8-3.2],3,2.8,3.2,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MOZ,Mozambique,,BTSX,Both sexes,,1.7 [1.6-1.8],1.7,1.6,1.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MLI,Mali,,BTSX,Both sexes,,1.3 [1.2-1.3],1.3,1.2,1.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,MLI,Mali,,FMLE,Female,,0.3 [0.3-0.3],0.3,0.3,0.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,LBR,Liberia,,FMLE,Female,,1.6 [1.5-1.7],1.6,1.5,1.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,LBR,Liberia,,MLE,Male,,9.1 [8.7-9.5],9.1,8.7,9.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,KEN,Kenya,,FMLE,Female,,1.3 [1.3-1.4],1.3,1.3,1.4,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GNB,Guinea-Bissau,,MLE,Male,,8.3 [7.9-8.7],8.3,7.9,8.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GHA,Ghana,,MLE,Male,,9.1 [8.5-9.7],9.1,8.5,9.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,GHA,Ghana,,BTSX,Both sexes,,5.3 [4.9-5.6],5.3,4.9,5.6,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ETH,Ethiopia,,BTSX,Both sexes,,2.9 [2.7-3],2.9,2.7,3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ETH,Ethiopia,,FMLE,Female,,0.9 [0.8-1],0.9,0.8,1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,COD,Democratic Republic of the Congo,,FMLE,Female,,0.8 [0.8-0.8],0.8,0.8,0.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,COD,Democratic Republic of the Congo,,MLE,Male,,4.3 [4-4.5],4.3,4,4.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,COM,Comoros,,MLE,Male,,1.6 [1.5-1.8],1.6,1.5,1.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,COM,Comoros,,BTSX,Both sexes,,0.9 [0.8-1],0.9,0.8,1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,CAF,Central African Republic,,BTSX,Both sexes,,3.9 [3.6-4.1],3.9,3.6,4.1,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,CMR,Cameroon,,FMLE,Female,,2.7 [2.5-2.8],2.7,2.5,2.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BDI,Burundi,,FMLE,Female,,2.2 [2.1-2.3],2.2,2.1,2.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,BFA,Burkina Faso,,MLE,Male,,14.2 [13.4-14.9],14.2,13.4,14.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,BEN,Benin,,FMLE,Female,,0.8 [0.8-0.9],0.8,0.8,0.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,BEN,Benin,,MLE,Male,,4.1 [3.9-4.3],4.1,3.9,4.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SLE,Sierra Leone,,BTSX,Both sexes,,5.7 [5.4-5.9],5.7,5.4,5.9,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SLE,Sierra Leone,,MLE,Male,,9.8 [9.3-10.3],9.8,9.3,10.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,SWZ,Eswatini,,MLE,Male,,11.9 [11.5-12.3],11.9,11.5,12.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SWZ,Eswatini,,FMLE,Female,,2.9 [2.7-3],2.9,2.7,3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AMR,Americas,,PRY,Paraguay,,FMLE,Female,,2.6 [2.5-2.7],2.6,2.5,2.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AMR,Americas,,KNA,Saint Kitts and Nevis,,FMLE,Female,,3.4 [3.3-3.5],3.4,3.3,3.5,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AMR,Americas,,LCA,Saint Lucia,,BTSX,Both sexes,,9.5 [9.3-9.8],9.5,9.3,9.8,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,UGA,Uganda,,MLE,Male,,16.1 [15.5-16.7],16.1,15.5,16.7,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TZA,United Republic of Tanzania,,FMLE,Female,,3.2 [3.1-3.3],3.2,3.1,3.3,,,
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",http://apps.who.int/gho/data/node.wrapper.imr?x-id=465,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZWE,Zimbabwe,,FMLE,Female,,1.3 [1.2-1.3],1.3,1.2,1.3,,,
